"","event","event_size","datetime","actor"
"2036","http://www.theguardian.com/football/2010/mar/20/aston-villa-wolverhampton-wanderers-live#comeEvent","252","2010-03-20","http://dbpedia.org/resource/George_Elokobi"
"2038","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y20-GVP0-YC5N-749M.xml#edgeEvent","6","2010-03-19","http://dbpedia.org/resource/Didier_Drogba"
"2039","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y2K-WYV0-Y9KG-Y289.xml#knowEvent","11","2010-03-19","http://dbpedia.org/resource/Nwankwo_Kanu"
"2040","http://www.theguardian.com/sport/blog/2010/mar/19/joy-of-six-footballing-brawls#causeEvent","21","2010-03-19","http://dbpedia.org/resource/Jimmy_Johnstone"
"2041","http://www.theguardian.com/sport/blog/2010/mar/19/joy-of-six-footballing-brawls#complainEvent","24","2010-03-19","http://dbpedia.org/resource/Jimmy_Johnstone"
"2042","http://www.theguardian.com/sport/blog/2010/mar/19/joy-of-six-footballing-brawls#walkEvent","36","2010-03-19","http://dbpedia.org/resource/Jimmy_Johnstone"
"2043","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y24-14B1-2R6N-T2T3.xml#catchEvent","7","2010-03-19","http://dbpedia.org/resource/Steven_Gerrard"
"2044","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y24-14B1-2R6N-T2T3.xml#defendEvent","10","2010-03-19","http://dbpedia.org/resource/Steven_Gerrard"
"2045","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y24-14B1-2R6N-T2T3.xml#speakEvent","30","2010-03-19","http://dbpedia.org/resource/Steven_Gerrard"
"2046","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y24-14B1-2R6N-T2T3.xml#spiritEvent","7","2010-03-19","http://dbpedia.org/resource/Steven_Gerrard"
"2047","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#concentrateEvent","7","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2048","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#fixationEvent","6","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2049","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#gee-upEvent","6","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2050","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#presenceEvent","5","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2051","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#requireEvent","11","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2052","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#seasonEvent","6","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2053","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#squealEvent","5","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2054","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#suggestionEvent","5","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2055","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1V-0FR1-2RYX-13FR.xml#playEvent","66","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2056","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y24-NGM1-2PP6-N1CR.xml#takeEvent","66","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2057","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y24-14B1-2R6N-T2T3.xml#bidEvent","6","2010-03-19","http://dbpedia.org/resource/Kevin-Prince_Boateng"
"2059","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#helpEvent","12","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2060","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#lifeEvent","5","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2061","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#playerEvent","6","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2062","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#ruleEvent","5","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2063","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#schemeEvent","6","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2064","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#spendEvent","7","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2065","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#squadEvent","6","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2066","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#supportEvent","8","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2067","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y2K-WYV0-Y9KG-Y2DG.xml#doEvent","630","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2068","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y2K-WYV0-Y9KG-Y2DG.xml#needEvent","464","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2069","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#challengeEvent","7","2010-03-19","http://dbpedia.org/resource/Wayne_Rooney"
"2070","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y20-B8F0-YC5N-73MM.xml#beatEvent","8","2010-03-19","http://dbpedia.org/resource/George_Weah"
"2071","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#involveEvent","10","2010-03-19","http://dbpedia.org/resource/Frank_Lampard"
"2072","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y24-NGY0-YBXC-W23F.xml#sayEvent","9","2010-03-19","http://dbpedia.org/resource/Bryan_Rosenfeld"
"2073","http://www.theguardian.com/football/blog/2010/mar/19/david-beckham-achilles-world-cup#presenceEvent","21","2010-03-19","http://dbpedia.org/resource/John_Terry"
"2074","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y20-B8F0-YC5N-73MM.xml#tieEvent","14","2010-03-19","http://dbpedia.org/resource/Rashidi_Yekini"
"2075","http://www.theguardian.com/football/blog/2010/mar/19/david-beckham-achilles-world-cup#reluctanceEvent","27","2010-03-19","http://dbpedia.org/resource/Peter_Osgood"
"2076","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y2K-WYV0-Y9KG-Y2DG.xml#discardEvent","22","2010-03-19","http://dbpedia.org/resource/Victor_Ikpeba"
"2077","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y20-0GW0-Y9KG-Y0B4.xml#ropeEvent","7","2010-03-19","http://dbpedia.org/resource/Mohamed_Barakat"
"2078","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y20-0GW0-Y9KG-Y0B4.xml#scoreEvent","10","2010-03-19","http://dbpedia.org/resource/Mohamed_Barakat"
"2080","http://www.theguardian.com/football/blog/2010/mar/19/david-beckham-achilles-world-cup#enoughEvent","27","2010-03-19","http://dbpedia.org/resource/Michael_Owen"
"2081","http://www.theguardian.com/football/blog/2010/mar/19/david-beckham-achilles-world-cup#leaveEvent","48","2010-03-19","http://dbpedia.org/resource/Michael_Owen"
"2082","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y20-B8F0-YC5N-73MM.xml#placeEvent","9","2010-03-19","http://dbpedia.org/resource/Rashidi_Yekini"
"2083","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y2K-WYV0-Y9KG-Y2DG.xml#urgeEvent","26","2010-03-19","http://dbpedia.org/resource/Victor_Ikpeba"
"2084","http://www.theguardian.com/football/blog/2010/mar/19/david-beckham-achilles-world-cup#tellEvent","39","2010-03-19","http://dbpedia.org/resource/Andy_Townsend"
"2085","http://www.theguardian.com/sport/blog/2010/mar/19/joy-of-six-footballing-brawls#takeEvent","1128","2010-03-19","http://dbpedia.org/resource/Jimmy_Johnstone"
"2086","http://www.theguardian.com/sport/blog/2010/mar/19/joy-of-six-footballing-brawls#continueEvent","36","2010-03-19","http://dbpedia.org/resource/Jimmy_Johnstone"
"2087","http://www.theguardian.com/sport/blog/2010/mar/19/joy-of-six-footballing-brawls#hackEvent","27","2010-03-19","http://dbpedia.org/resource/Jimmy_Johnstone"
"2088","http://www.theguardian.com/sport/blog/2010/mar/19/joy-of-six-footballing-brawls#retaliateEvent","30","2010-03-19","http://dbpedia.org/resource/Jimmy_Johnstone"
"2089","http://www.theguardian.com/sport/blog/2010/mar/19/joy-of-six-footballing-brawls#treatmentEvent","30","2010-03-19","http://dbpedia.org/resource/Jimmy_Johnstone"
"2090","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y20-GVP0-YC5N-749M.xml#titleEvent","22","2010-03-19","http://dbpedia.org/resource/Steven_Gerrard"
"2091","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y24-14B1-2R6N-T2T3.xml#strikeEvent","6","2010-03-19","http://dbpedia.org/resource/Steven_Gerrard"
"2092","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y24-14B1-2R6N-T2T3.xml#textEvent","5","2010-03-19","http://dbpedia.org/resource/Steven_Gerrard"
"2093","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#laughEvent","9","2010-03-19","http://dbpedia.org/resource/Emile_Heskey"
"2094","http://www.theguardian.com/sport/blog/2010/mar/19/joy-of-six-footballing-brawls#strikerEvent","18","2010-03-19","http://dbpedia.org/resource/Ademir_Marques_de_Menezes"
"2095","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#experienceEvent","7","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2096","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#faceEvent","5","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2097","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#falloutEvent","5","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2098","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#feelEvent","13","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2099","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#giveEvent","40","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2101","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#statusEvent","27","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2102","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#winEvent","96","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2103","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y20-0GW0-Y9KG-Y08S.xml#scoreEvent","290","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2104","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#spiritEvent","20","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2105","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-GBW0-YBDM-G4S9.xml#knowEvent","115","2010-03-18","http://dbpedia.org/resource/Thierry_Henry"
"2106","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#carryEvent","75","2010-03-18","http://dbpedia.org/resource/Thierry_Henry"
"2107","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#performanceEvent","39","2010-03-18","http://dbpedia.org/resource/Thierry_Henry"
"2108","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#sumEvent","30","2010-03-18","http://dbpedia.org/resource/Thierry_Henry"
"2109","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#sayEvent","7398","2010-03-18","http://dbpedia.org/resource/Thierry_Henry"
"2110","http://news.bbc.co.uk/sport2/hi/football/africa/8574527.stm#enableEvent","12","2010-03-18","http://dbpedia.org/resource/Jérôme_Boateng"
"2111","http://news.bbc.co.uk/sport2/hi/football/africa/8574527.stm#keenEvent","12","2010-03-18","http://dbpedia.org/resource/Jérôme_Boateng"
"2112","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y20-0GW0-Y9KG-Y0B4.xml#sayedEvent","5","2010-03-19","http://dbpedia.org/resource/Sayed_Moawad"
"2113","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y20-B8F0-YC5N-73MM.xml#tieEvent","14","2010-03-19","http://dbpedia.org/resource/George_Weah"
"2114","http://www.theguardian.com/sport/blog/2010/mar/19/joy-of-six-footballing-brawls#haveEvent","4692","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2115","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#brainwaveEvent","5","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2116","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#employerEvent","6","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2117","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#moochEvent","6","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2118","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#spiritEvent","9","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2119","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/19/7Y1Y-VD51-2R4Y-X41R.xml#stayEvent","10","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2120","http://www.theguardian.com/sport/blog/2010/mar/19/joy-of-six-footballing-brawls#goEvent","230","2010-03-19","http://dbpedia.org/resource/David_Beckham"
"2122","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#playEvent","186","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2123","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#promoteEvent","36","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2124","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-J0S0-YB58-K3F2.xml#involveEvent","72","2010-03-18","http://dbpedia.org/resource/John_Terry"
"2125","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y21-B3B0-Y9YJ-9559.xml#knowEvent","51","2010-03-18","http://dbpedia.org/resource/Thierry_Henry"
"2126","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y20-1FT0-Y9NW-50DN.xml#haveEvent","11","2010-03-18","http://dbpedia.org/resource/Wayne_Bridge"
"2127","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#sayEvent","7398","2010-03-18","http://dbpedia.org/resource/Neil_Robinson_(footballer_born_1957)"
"2128","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#haveEvent","5626","2010-03-18","http://dbpedia.org/resource/Gary_Cahill"
"2129","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#makeEvent","891","2010-03-18","http://dbpedia.org/resource/Gary_Cahill"
"2130","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#boostEvent","32","2010-03-18","http://dbpedia.org/resource/Gary_Cahill"
"2131","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#continueEvent","36","2010-03-18","http://dbpedia.org/resource/Gary_Cahill"
"2132","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-J0S0-YB58-K375.xml#signEvent","72","2010-03-18","http://dbpedia.org/resource/Pepe_Reina"
"2133","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-J0S0-YB58-K3F2.xml#agreeEvent","11","2010-03-18","http://dbpedia.org/resource/Pepe_Reina"
"2134","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-J0S0-YB58-K3F2.xml#pledgeEvent","8","2010-03-18","http://dbpedia.org/resource/Pepe_Reina"
"2135","http://news.bbc.co.uk/sport2/hi/football/africa/8574527.stm#midfielderEvent","14","2010-03-18","http://dbpedia.org/resource/Jérôme_Boateng"
"2136","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y20-1FT0-Y9NW-50DN.xml#cautionEvent","8","2010-03-18","http://dbpedia.org/resource/Frazer_Wright"
"2137","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y20-1FT0-Y9NW-50DN.xml#takeEvent","11","2010-03-18","http://dbpedia.org/resource/Frazer_Wright"
"2138","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-J0S0-YB58-K3F2.xml#setEvent","51","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2139","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#burstEvent","48","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2140","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#dangerEvent","27","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2141","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#nicknameEvent","48","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2143","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-J0S0-YB58-K375.xml#teamEvent","33","2010-03-18","http://dbpedia.org/resource/Pepe_Reina"
"2144","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-J0S0-YB58-K3F2.xml#completeEvent","9","2010-03-18","http://dbpedia.org/resource/Pepe_Reina"
"2145","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-J0S0-YB58-K3F2.xml#contractEvent","11","2010-03-18","http://dbpedia.org/resource/Pepe_Reina"
"2146","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-J0S0-YB58-K3F2.xml#joinEvent","7","2010-03-18","http://dbpedia.org/resource/Pepe_Reina"
"2147","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-J0S0-YB58-K3F2.xml#urgeEvent","10","2010-03-18","http://dbpedia.org/resource/Pepe_Reina"
"2148","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y20-0GW0-Y9KG-Y08S.xml#levelEvent","7","2010-03-18","http://dbpedia.org/resource/Choe_Kum-Chol"
"2149","http://news.bbc.co.uk/sport2/hi/football/africa/8574527.stm#applyEvent","39","2010-03-18","http://dbpedia.org/resource/Jérôme_Boateng"
"2150","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y20-1FT0-Y9NW-50DN.xml#dealEvent","12","2010-03-18","http://dbpedia.org/resource/Frazer_Wright"
"2151","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y20-1FT0-Y9NW-50DN.xml#serveEvent","8","2010-03-18","http://dbpedia.org/resource/Frazer_Wright"
"2152","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y24-14B1-2R6N-T2D9.xml#announceEvent","8","2010-03-18","http://dbpedia.org/resource/Kevin-Prince_Boateng"
"2153","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y24-14B1-2R6N-T2D9.xml#playEvent","7","2010-03-18","http://dbpedia.org/resource/Kevin-Prince_Boateng"
"2154","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y24-14B1-2R6N-T2D9.xml#requireEvent","6","2010-03-18","http://dbpedia.org/resource/Kevin-Prince_Boateng"
"2155","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#playEvent","42","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2156","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#leadEvent","51","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2157","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#spinEvent","48","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2158","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#stopEvent","87","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2159","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#threatenEvent","30","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2160","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-P9P0-Y8XV-Y2HY.xml#putEvent","6","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2161","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-J0S0-YB58-K3F2.xml#helpEvent","11","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2162","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-J0S0-YB58-K3F2.xml#strikeEvent","12","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2164","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y24-14B1-2R6N-T2D9.xml#bidEvent","6","2010-03-18","http://dbpedia.org/resource/Kevin-Prince_Boateng"
"2165","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y24-14B1-2R6N-T2D9.xml#eligibleEvent","6","2010-03-18","http://dbpedia.org/resource/Kevin-Prince_Boateng"
"2166","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#bidEvent","30","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2167","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#dislodgeEvent","42","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2168","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#formEvent","99","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2169","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#guideEvent","36","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2170","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#holdEvent","27","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2171","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#seeEvent","39","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2172","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#sendEvent","33","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2173","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1Y-NDG0-Y9NR-R3F8.xml#setEvent","7","2010-03-18","http://dbpedia.org/resource/Lionel_Messi"
"2174","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#newsEvent","64","2010-03-18","http://dbpedia.org/resource/Cesc_Fàbregas"
"2175","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#haveEvent","5626","2010-03-18","http://dbpedia.org/resource/Thierry_Henry"
"2176","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#playEvent","186","2010-03-18","http://dbpedia.org/resource/Thierry_Henry"
"2177","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y20-0GW0-Y9KG-Y08S.xml#fireEvent","10","2010-03-18","http://dbpedia.org/resource/Cuauhtémoc_Blanco"
"2178","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1R-D701-2R8P-C0N3.xml#criticiseEvent","5","2010-03-18","http://dbpedia.org/resource/Michael_Ballack"
"2179","http://www.theguardian.com/music/2010/mar/18/black-eyed-peas-shakira-world-cup#explainEvent","12","2010-03-18","http://dbpedia.org/resource/Lucas_Radebe"
"2180","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#attackEvent","28","2010-03-18","http://dbpedia.org/resource/Gary_Cahill"
"2181","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#chanceEvent","36","2010-03-18","http://dbpedia.org/resource/Gary_Cahill"
"2182","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#returnEvent","56","2010-03-18","http://dbpedia.org/resource/Gary_Cahill"
"2183","http://www.theguardian.com/sport/blog/2010/mar/18/today-in-sport-news-blog#showEvent","52","2010-03-18","http://dbpedia.org/resource/Gary_Cahill"
"2185","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/17/7Y1J-2XB0-YBWY-S4VS.xml#thinkEvent","6","2010-03-17","http://dbpedia.org/resource/David_Beckham"
"2186","http://www.theguardian.com/football/2010/mar/17/the-fiver-john-terry-car-accident#wearEvent","27","2010-03-17","http://dbpedia.org/resource/Cesc_Fàbregas"
"2187","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/17/52DH-TYB1-JBH4-J449.xml#legendEvent","6","2010-03-17","http://dbpedia.org/resource/Aaron_Mokoena"
"2188","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/17/52DH-TYB1-JBH4-J449.xml#legendEvent","6","2010-03-17","http://dbpedia.org/resource/Benni_McCarthy"
"2189","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/17/7Y1P-R691-2SFB-525H.xml#loanEvent","7","2010-03-17","http://dbpedia.org/resource/Pierre-Rudolph_Mayard"
"2190","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/17/7Y1G-KMK1-2RP6-W1KR.xml#abetEvent","7","2010-03-17","http://dbpedia.org/resource/David_Suazo"
"2191","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/17/7Y1H-8981-2PB1-714G.xml#haveEvent","84","2010-03-17","http://dbpedia.org/resource/Carlos_Hermosillo"
"2192","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/17/7Y1H-8981-2PB1-714G.xml#styleEvent","7","2010-03-17","http://dbpedia.org/resource/Carlos_Hermosillo"
"2193","http://www.newsreader-project.eu/LNdata/hackathon/2010/03/18/7Y1X-1YM1-2R6N-T1V1.xml#refuseEvent","20","2010-03-18","http://dbpedia.org/resource/Martín_Demichelis"
